No,hour_A,PM2.5_A,PM10_A,SO2_A,NO2_A,CO_A,O3_A,TEMP_A,station_A,hour_C,PM2.5_C,PM10_C,SO2_C,NO2_C,CO_C,O3_C,TEMP_C,station_C,Date
9365,4,248.0,300.0,32.0,152.0,1800.0,2.0,8.6,Aotizhongxin,4,163.0,193.0,24.0,100.0,1400.0,29.0,10.2,Changping,2014-03-26
9366,5,250.0,303.0,27.0,142.0,1900.0,2.0,9.8,Aotizhongxin,5,157.0,168.0,27.0,48.0,1300.0,80.0,8.8,Changping,2014-03-26
9367,6,254.0,317.0,26.0,137.0,1900.0,2.0,10.7,Aotizhongxin,6,194.0,218.0,21.0,114.0,2000.0,3.0,9.4,Changping,2014-03-26
9368,7,258.0,313.0,28.0,131.0,1900.0,2.0,12.3,Aotizhongxin,7,201.0,228.0,24.0,117.0,1900.0,4.0,10.8,Changping,2014-03-26
9369,8,269.0,347.0,34.0,124.0,2200.0,2.0,14.0,Aotizhongxin,8,221.0,310.0,37.0,123.0,2600.0,3.0,14.8,Changping,2014-03-26
9370,9,284.0,348.0,49.0,124.0,2300.0,2.0,16.0,Aotizhongxin,9,234.0,286.0,51.0,116.0,2200.0,16.0,16.8,Changping,2014-03-26
9371,10,302.0,375.0,59.0,122.0,2300.0,10.0,18.1,Aotizhongxin,10,243.0,304.0,54.0,128.0,2000.0,24.0,18.3,Changping,2014-03-26
9372,11,322.0,392.0,70.0,135.0,2400.0,15.0,20.0,Aotizhongxin,11,259.0,319.0,47.0,129.0,1800.0,39.0,19.8,Changping,2014-03-26
9373,12,319.0,351.0,73.0,108.0,1900.0,54.0,21.4,Aotizhongxin,12,257.0,332.0,49.0,83.0,1700.0,94.0,21.0,Changping,2014-03-26
9374,13,318.0,338.0,70.0,118.0,1900.0,69.0,22.3,Aotizhongxin,13,298.0,346.0,58.0,72.0,1900.0,113.0,21.9,Changping,2014-03-26
9375,14,277.0,342.0,58.0,134.0,2000.0,89.0,23.2,Aotizhongxin,14,260.0,295.0,57.0,58.0,1700.0,147.0,22.4,Changping,2014-03-26
9376,15,322.0,346.0,55.0,139.0,1800.0,120.0,23.0,Aotizhongxin,15,247.0,296.0,50.0,63.0,1700.0,173.0,23.0,Changping,2014-03-26
9377,16,266.0,303.0,68.0,70.0,1500.0,175.0,22.5,Aotizhongxin,16,264.0,329.0,49.0,82.0,1900.0,170.0,22.4,Changping,2014-03-26
9378,17,272.0,310.0,81.0,56.0,1700.0,177.0,21.6,Aotizhongxin,17,319.0,344.0,46.0,93.0,2000.0,157.0,21.8,Changping,2014-03-26
9379,18,301.0,349.0,85.0,62.0,1700.0,171.0,19.3,Aotizhongxin,18,327.0,347.0,47.0,99.0,2100.0,144.0,20.0,Changping,2014-03-26
9380,19,325.0,382.0,74.0,74.0,1800.0,127.0,17.0,Aotizhongxin,19,335.0,363.0,43.0,129.0,2300.0,104.0,18.6,Changping,2014-03-26
9381,20,358.0,417.0,61.0,109.0,2200.0,58.0,15.1,Aotizhongxin,20,306.0,350.0,41.0,128.0,2500.0,78.0,17.7,Changping,2014-03-26
9382,21,374.0,471.0,48.0,163.0,2600.0,2.0,13.9,Aotizhongxin,21,331.0,304.0,41.0,78.0,2200.0,106.0,16.4,Changping,2014-03-26
9383,22,383.0,478.0,42.0,162.0,2900.0,2.0,13.1,Aotizhongxin,22,286.0,315.0,39.0,71.0,2100.0,101.0,14.8,Changping,2014-03-26
9384,23,370.0,429.0,34.0,152.0,2700.0,2.0,13.5,Aotizhongxin,23,290.0,312.0,31.0,73.0,2100.0,84.0,13.9,Changping,2014-03-26
9385,0,389.0,486.0,36.0,160.0,2900.0,2.0,13.2,Aotizhongxin,0,335.0,292.0,31.0,49.0,2000.0,98.0,13.9,Changping,2014-03-27
9386,1,410.0,469.0,38.0,164.0,2500.0,2.0,12.9,Aotizhongxin,1,342.0,300.0,34.0,56.0,2100.0,89.0,13.4,Changping,2014-03-27
9387,2,398.0,438.0,30.0,155.0,2500.0,2.0,12.3,Aotizhongxin,2,343.0,315.0,30.0,96.0,2300.0,45.0,12.8,Changping,2014-03-27
9388,3,335.0,397.0,30.0,143.0,2200.0,2.0,12.1,Aotizhongxin,3,342.0,303.0,29.0,83.0,2100.0,60.0,11.9,Changping,2014-03-27
9389,4,316.0,367.0,29.0,131.0,2000.0,2.0,11.3,Aotizhongxin,4,339.0,288.0,20.0,84.0,2100.0,36.0,11.9,Changping,2014-03-27
9390,5,299.0,349.0,25.0,124.0,1900.0,2.0,12.0,Aotizhongxin,5,336.0,297.0,17.0,84.0,2000.0,50.0,11.7,Changping,2014-03-27
9391,6,289.0,319.0,24.0,116.0,1800.0,2.0,12.5,Aotizhongxin,6,326.0,274.0,17.0,68.0,2100.0,48.0,11.7,Changping,2014-03-27
9392,7,314.0,347.0,26.0,113.0,1900.0,2.0,13.5,Aotizhongxin,7,287.0,316.0,20.0,115.0,2600.0,8.0,13.0,Changping,2014-03-27
9393,8,306.0,375.0,29.0,109.0,2100.0,2.0,14.9,Aotizhongxin,8,364.0,387.0,25.0,123.0,2600.0,4.0,14.5,Changping,2014-03-27
9394,9,305.0,369.0,39.0,106.0,2200.0,2.0,15.4,Aotizhongxin,9,383.0,436.0,35.0,135.0,3100.0,3.0,15.8,Changping,2014-03-27
9395,10,312.0,382.0,43.0,104.0,2300.0,2.0,15.4,Aotizhongxin,10,356.0,395.0,49.0,119.0,2800.0,7.0,16.0,Changping,2014-03-27
9396,11,342.0,424.0,46.0,111.0,3000.0,2.0,15.5,Aotizhongxin,11,333.0,353.0,69.0,107.0,3800.0,13.0,15.9,Changping,2014-03-27
9397,12,396.0,477.0,66.0,120.0,6000.0,2.0,15.1,Aotizhongxin,12,338.0,365.0,88.0,111.0,4600.0,13.0,14.6,Changping,2014-03-27
9398,13,354.0,382.0,60.0,98.0,4200.0,2.0,14.8,Aotizhongxin,13,347.0,378.0,83.0,107.0,5400.0,9.0,14.5,Changping,2014-03-27
9399,14,166.0,103.0,54.0,64.0,1600.0,11.0,14.7,Aotizhongxin,14,254.0,204.0,55.0,73.0,3000.0,18.0,14.4,Changping,2014-03-27
9400,15,166.0,85.0,53.0,64.0,1600.0,11.0,14.6,Aotizhongxin,15,155.0,139.0,49.0,65.0,1800.0,22.0,14.4,Changping,2014-03-27
9402,17,86.0,127.0,35.0,74.0,1400.0,2.0,14.5,Aotizhongxin,17,88.0,128.0,46.0,65.0,1700.0,24.0,14.2,Changping,2014-03-27
9403,18,85.0,145.0,40.0,84.0,1600.0,2.0,13.9,Aotizhongxin,18,110.0,144.0,46.0,64.0,1700.0,26.0,14.1,Changping,2014-03-27
9404,19,85.0,145.0,40.0,84.0,1600.0,2.0,13.6,Aotizhongxin,19,104.0,130.0,47.0,67.0,1700.0,23.0,14.3,Changping,2014-03-27
9405,20,113.0,205.0,43.0,91.0,2000.0,2.0,13.1,Aotizhongxin,20,151.0,241.0,40.0,72.0,1900.0,13.0,13.9,Changping,2014-03-27
9406,21,117.0,171.0,48.0,86.0,1900.0,2.0,12.0,Aotizhongxin,21,147.0,208.0,43.0,81.0,2000.0,8.0,13.9,Changping,2014-03-27
9407,22,111.0,164.0,46.0,87.0,1900.0,2.0,12.4,Aotizhongxin,22,174.0,274.0,42.0,85.0,2200.0,3.0,13.4,Changping,2014-03-27
9408,23,117.0,199.0,42.0,88.0,2000.0,2.0,12.7,Aotizhongxin,23,153.0,206.0,48.0,82.0,2000.0,4.0,13.1,Changping,2014-03-27
9409,0,117.0,199.0,42.0,88.0,2000.0,2.0,12.1,Aotizhongxin,0,153.0,206.0,48.0,82.0,2000.0,4.0,13.1,Changping,2014-03-28
9410,1,147.0,254.0,33.0,82.0,1800.0,2.0,12.5,Aotizhongxin,1,142.0,210.0,38.0,77.0,1900.0,2.0,13.2,Changping,2014-03-28
9411,2,147.0,254.0,33.0,82.0,1800.0,2.0,12.8,Aotizhongxin,2,142.0,210.0,38.0,77.0,1900.0,2.0,12.1,Changping,2014-03-28
9412,3,138.0,209.0,30.0,61.0,1400.0,2.0,12.9,Aotizhongxin,3,130.0,229.0,20.0,68.0,1700.0,11.0,11.9,Changping,2014-03-28
9413,4,137.0,209.0,30.0,61.0,1400.0,2.0,12.4,Aotizhongxin,4,130.0,229.0,20.0,68.0,1700.0,11.0,11.8,Changping,2014-03-28
9414,5,143.0,234.0,31.0,69.0,1500.0,2.0,11.8,Aotizhongxin,5,95.0,126.0,12.0,62.0,1700.0,6.0,12.8,Changping,2014-03-28
9415,6,159.0,189.0,24.0,82.0,1600.0,2.0,11.5,Aotizhongxin,6,104.0,115.0,10.0,59.0,1800.0,4.0,12.2,Changping,2014-03-28
9416,7,122.0,146.0,18.0,73.0,1500.0,2.0,12.4,Aotizhongxin,7,104.0,121.0,10.0,57.0,1800.0,3.0,13.1,Changping,2014-03-28
9417,8,112.0,124.0,15.0,70.0,1500.0,2.0,13.4,Aotizhongxin,8,108.0,132.0,10.0,62.0,1700.0,3.0,13.2,Changping,2014-03-28
9418,9,117.0,140.0,16.0,71.0,1800.0,5.0,15.5,Aotizhongxin,9,111.0,140.0,11.0,63.0,2400.0,2.0,16.0,Changping,2014-03-28
9419,10,168.0,133.0,16.0,62.0,1600.0,25.0,17.8,Aotizhongxin,10,119.0,133.0,9.0,53.0,1800.0,8.0,18.8,Changping,2014-03-28
9420,11,114.0,129.0,24.0,46.0,1200.0,49.0,18.8,Aotizhongxin,11,96.0,29.0,30.0,27.0,800.0,49.0,19.7,Changping,2014-03-28
9421,12,117.0,67.0,27.0,24.0,1200.0,68.0,21.1,Aotizhongxin,12,94.0,144.0,25.0,34.0,900.0,56.0,20.5,Changping,2014-03-28
9422,13,79.0,39.0,26.0,26.0,600.0,82.0,22.6,Aotizhongxin,13,73.0,96.0,19.0,24.0,900.0,82.0,21.6,Changping,2014-03-28
9423,14,59.0,24.0,17.0,22.0,400.0,82.0,23.2,Aotizhongxin,14,84.0,57.0,16.0,16.0,700.0,101.0,22.9,Changping,2014-03-28
9425,16,57.0,126.0,11.0,23.0,400.0,101.0,22.8,Aotizhongxin,16,72.0,76.0,9.0,17.0,600.0,116.0,22.6,Changping,2014-03-28
9426,17,67.0,104.0,14.0,36.0,500.0,94.0,20.5,Aotizhongxin,17,64.0,97.0,8.0,23.0,500.0,111.0,21.6,Changping,2014-03-28
9427,18,106.0,176.0,27.0,64.0,1200.0,83.0,18.8,Aotizhongxin,18,68.0,141.0,8.0,29.0,600.0,102.0,19.6,Changping,2014-03-28
9428,19,143.0,202.0,37.0,84.0,1900.0,65.0,17.8,Aotizhongxin,19,87.0,210.0,13.0,49.0,1100.0,86.0,18.0,Changping,2014-03-28
9429,20,140.0,177.0,36.0,87.0,2000.0,45.0,16.8,Aotizhongxin,20,145.0,231.0,24.0,68.0,2200.0,62.0,16.8,Changping,2014-03-28
9430,21,166.0,193.0,34.0,107.0,2400.0,18.0,14.3,Aotizhongxin,21,165.0,204.0,31.0,72.0,2600.0,42.0,16.5,Changping,2014-03-28
9431,22,178.0,199.0,30.0,105.0,2500.0,11.0,13.2,Aotizhongxin,22,159.0,168.0,31.0,70.0,2600.0,33.0,16.5,Changping,2014-03-28
9432,23,193.0,251.0,25.0,114.0,2800.0,2.0,12.3,Aotizhongxin,23,64.0,5.0,20.0,26.0,900.0,58.0,15.0,Changping,2014-03-28
9433,0,204.0,250.0,23.0,121.0,3000.0,2.0,15.4,Aotizhongxin,0,3.0,9.0,7.0,14.0,300.0,66.0,16.1,Changping,2014-03-29
9434,1,121.0,49.0,26.0,96.0,1700.0,2.0,15.3,Aotizhongxin,1,12.0,22.0,6.0,11.0,300.0,65.0,14.6,Changping,2014-03-29
9435,2,54.0,5.0,19.0,70.0,700.0,7.0,13.2,Aotizhongxin,2,14.0,21.0,5.0,6.0,200.0,71.0,14.1,Changping,2014-03-29
9436,3,5.0,9.0,12.0,31.0,300.0,37.0,12.5,Aotizhongxin,3,12.0,35.0,4.0,6.0,300.0,69.0,13.1,Changping,2014-03-29
9437,4,22.0,31.0,8.0,27.0,200.0,39.0,12.0,Aotizhongxin,4,19.0,39.0,6.0,24.0,300.0,48.0,13.2,Changping,2014-03-29
9438,5,22.0,44.0,9.0,38.0,200.0,27.0,12.0,Aotizhongxin,5,16.0,57.0,7.0,29.0,300.0,41.0,13.1,Changping,2014-03-29
9439,6,24.0,44.0,10.0,31.0,300.0,30.0,12.8,Aotizhongxin,6,19.0,55.0,4.0,13.0,300.0,58.0,13.3,Changping,2014-03-29
9440,7,26.0,59.0,10.0,33.0,300.0,29.0,15.3,Aotizhongxin,7,21.0,67.0,5.0,14.0,300.0,59.0,15.1,Changping,2014-03-29
9441,8,26.0,59.0,9.0,28.0,300.0,38.0,17.0,Aotizhongxin,8,21.0,68.0,6.0,18.0,300.0,56.0,16.5,Changping,2014-03-29
9442,9,28.0,67.0,8.0,16.0,200.0,55.0,18.1,Aotizhongxin,9,20.0,58.0,5.0,15.0,300.0,67.0,17.9,Changping,2014-03-29
9443,10,25.0,59.0,6.0,9.0,300.0,72.0,19.2,Aotizhongxin,10,21.0,53.0,3.0,10.0,300.0,82.0,19.5,Changping,2014-03-29
9444,11,25.0,47.0,5.0,8.0,300.0,81.0,19.8,Aotizhongxin,11,17.0,50.0,3.0,9.0,300.0,90.0,20.4,Changping,2014-03-29
9445,12,23.0,38.0,6.0,6.0,200.0,92.0,20.9,Aotizhongxin,12,18.0,48.0,2.0,9.0,300.0,94.0,21.3,Changping,2014-03-29
9446,13,25.0,44.0,5.0,6.0,300.0,98.0,22.2,Aotizhongxin,13,21.0,49.0,2.0,10.0,300.0,98.0,22.2,Changping,2014-03-29
9447,14,25.0,34.0,5.0,5.0,200.0,105.0,22.6,Aotizhongxin,14,24.0,50.0,2.0,10.0,300.0,102.0,22.7,Changping,2014-03-29
9448,15,24.0,32.0,5.0,6.0,300.0,106.0,23.0,Aotizhongxin,15,28.0,76.0,8.0,15.0,400.0,101.0,23.3,Changping,2014-03-29
9449,16,25.0,42.0,7.0,9.0,300.0,106.0,22.8,Aotizhongxin,16,28.0,75.0,8.0,12.0,400.0,109.0,22.9,Changping,2014-03-29
9450,17,27.0,39.0,9.0,9.0,300.0,108.0,21.9,Aotizhongxin,17,27.0,45.0,12.0,15.0,400.0,111.0,22.0,Changping,2014-03-29
9451,18,28.0,34.0,10.0,13.0,300.0,106.0,19.8,Aotizhongxin,18,9.0,11.0,13.0,24.0,400.0,100.0,20.4,Changping,2014-03-29
9452,19,29.0,54.0,12.0,31.0,400.0,84.0,19.1,Aotizhongxin,19,24.0,34.0,10.0,51.0,500.0,64.0,18.6,Changping,2014-03-29
9453,20,39.0,120.0,7.0,51.0,400.0,69.0,17.7,Aotizhongxin,20,31.0,82.0,9.0,76.0,600.0,33.0,17.1,Changping,2014-03-29
9454,21,45.0,125.0,7.0,67.0,600.0,50.0,14.6,Aotizhongxin,21,38.0,127.0,8.0,61.0,600.0,41.0,15.4,Changping,2014-03-29
9455,22,53.0,152.0,9.0,82.0,600.0,33.0,12.5,Aotizhongxin,22,32.0,44.0,12.0,45.0,600.0,50.0,16.5,Changping,2014-03-29
9456,23,55.0,170.0,12.0,93.0,500.0,25.0,11.3,Aotizhongxin,23,24.0,36.0,9.0,22.0,400.0,70.0,14.2,Changping,2014-03-29
9457,0,57.0,162.0,11.0,101.0,600.0,12.0,10.6,Aotizhongxin,0,20.0,30.0,7.0,44.0,500.0,41.0,12.8,Changping,2014-03-30
9458,1,54.0,155.0,12.0,101.0,700.0,2.0,9.3,Aotizhongxin,1,19.0,27.0,6.0,42.0,500.0,42.0,11.4,Changping,2014-03-30
9459,2,65.0,215.0,16.0,107.0,900.0,2.0,8.7,Aotizhongxin,2,27.0,45.0,6.0,68.0,600.0,16.0,10.9,Changping,2014-03-30
9460,3,71.0,229.0,18.0,108.0,800.0,2.0,8.1,Aotizhongxin,3,18.0,5.0,3.0,24.0,300.0,67.0,12.8,Changping,2014-03-30
9461,4,57.0,159.0,17.0,99.0,800.0,2.0,8.1,Aotizhongxin,4,12.0,18.0,5.0,21.0,300.0,58.0,13.5,Changping,2014-03-30
9462,5,46.0,58.0,14.0,90.0,600.0,2.0,9.5,Aotizhongxin,5,14.0,23.0,8.0,21.0,300.0,60.0,13.4,Changping,2014-03-30
9463,6,34.0,51.0,12.0,85.0,500.0,2.0,9.6,Aotizhongxin,6,20.0,57.0,15.0,25.0,400.0,49.0,13.6,Changping,2014-03-30
9464,7,25.0,72.0,12.0,85.0,500.0,2.0,15.1,Aotizhongxin,7,19.0,31.0,23.0,46.0,600.0,30.0,16.6,Changping,2014-03-30
9465,8,40.0,90.0,14.0,81.0,600.0,4.0,18.7,Aotizhongxin,8,25.0,48.0,51.0,36.0,700.0,40.0,19.6,Changping,2014-03-30
9466,9,38.0,87.0,14.0,66.0,600.0,22.0,20.7,Aotizhongxin,9,26.0,51.0,37.0,29.0,600.0,52.0,22.1,Changping,2014-03-30
9467,10,41.0,84.0,16.0,61.0,600.0,34.0,22.5,Aotizhongxin,10,24.0,38.0,23.0,22.0,400.0,65.0,23.2,Changping,2014-03-30
9468,11,33.0,38.0,15.0,46.0,500.0,56.0,23.5,Aotizhongxin,11,20.0,52.0,17.0,27.0,400.0,67.0,24.0,Changping,2014-03-30
9469,12,19.0,28.0,9.0,25.0,400.0,86.0,24.6,Aotizhongxin,12,19.0,89.0,17.0,31.0,400.0,70.0,24.8,Changping,2014-03-30
9470,13,4.0,7.0,6.0,17.0,300.0,98.0,25.3,Aotizhongxin,13,28.0,51.0,11.0,22.0,400.0,88.0,25.4,Changping,2014-03-30
9471,14,3.0,5.0,5.0,11.0,300.0,103.0,26.0,Aotizhongxin,14,8.0,23.0,8.0,17.0,300.0,97.0,25.9,Changping,2014-03-30
9472,15,12.0,5.0,5.0,8.0,300.0,106.0,25.9,Aotizhongxin,15,17.0,35.0,6.0,16.0,300.0,103.0,26.0,Changping,2014-03-30
9473,16,13.0,19.0,5.0,15.0,300.0,104.0,25.0,Aotizhongxin,16,24.0,39.0,5.0,17.0,300.0,105.0,25.0,Changping,2014-03-30
9474,17,24.0,41.0,5.0,29.0,300.0,91.0,23.3,Aotizhongxin,17,19.0,50.0,5.0,17.0,300.0,106.0,23.8,Changping,2014-03-30
9475,18,29.0,72.0,6.0,47.0,400.0,76.0,22.4,Aotizhongxin,18,20.0,50.0,3.0,24.0,300.0,102.0,22.8,Changping,2014-03-30
9476,19,23.0,73.0,6.0,70.0,400.0,51.0,21.9,Aotizhongxin,19,22.0,55.0,3.0,40.0,300.0,83.0,21.9,Changping,2014-03-30
9477,20,33.0,105.0,7.0,78.0,500.0,38.0,20.5,Aotizhongxin,20,27.0,81.0,4.0,53.0,400.0,61.0,20.4,Changping,2014-03-30
9478,21,40.0,116.0,10.0,88.0,600.0,27.0,19.4,Aotizhongxin,21,40.0,112.0,5.0,69.0,500.0,40.0,18.5,Changping,2014-03-30
9479,22,51.0,155.0,13.0,114.0,700.0,3.0,17.8,Aotizhongxin,22,44.0,130.0,6.0,99.0,700.0,2.0,17.1,Changping,2014-03-30
9480,23,57.0,208.0,12.0,123.0,700.0,2.0,17.6,Aotizhongxin,23,45.0,100.0,7.0,85.0,700.0,9.0,16.6,Changping,2014-03-30
9481,0,60.0,167.0,15.0,109.0,700.0,6.0,15.2,Aotizhongxin,0,33.0,74.0,6.0,45.0,600.0,34.0,15.5,Changping,2014-03-31
9482,1,92.0,231.0,21.0,98.0,800.0,22.0,13.7,Aotizhongxin,1,36.0,79.0,5.0,44.0,500.0,35.0,15.4,Changping,2014-03-31
9483,2,129.0,279.0,24.0,82.0,1100.0,39.0,13.9,Aotizhongxin,2,42.0,92.0,7.0,60.0,600.0,23.0,15.8,Changping,2014-03-31
9484,3,151.0,268.0,26.0,68.0,1000.0,25.0,13.8,Aotizhongxin,3,42.0,133.0,9.0,64.0,600.0,18.0,16.0,Changping,2014-03-31
9485,4,165.0,220.0,31.0,96.0,1600.0,2.0,14.6,Aotizhongxin,4,85.0,226.0,20.0,79.0,1100.0,15.0,16.1,Changping,2014-03-31
9486,5,134.0,168.0,27.0,96.0,1600.0,2.0,14.3,Aotizhongxin,5,120.0,209.0,33.0,66.0,1800.0,30.0,14.6,Changping,2014-03-31
9487,6,122.0,166.0,34.0,104.0,1700.0,2.0,14.3,Aotizhongxin,6,110.0,166.0,34.0,74.0,1700.0,22.0,14.5,Changping,2014-03-31
9488,7,133.0,184.0,33.0,102.0,1600.0,2.0,14.9,Aotizhongxin,7,105.0,160.0,37.0,79.0,1700.0,22.0,15.7,Changping,2014-03-31
9489,8,149.0,215.0,39.0,103.0,2200.0,2.0,15.8,Aotizhongxin,8,105.0,175.0,40.0,80.0,1700.0,17.0,16.0,Changping,2014-03-31
9490,9,170.0,227.0,50.0,104.0,2700.0,6.0,16.8,Aotizhongxin,9,136.0,262.0,58.0,85.0,2600.0,24.0,16.8,Changping,2014-03-31
9491,10,181.0,242.0,51.0,106.0,2800.0,14.0,17.3,Aotizhongxin,10,178.0,246.0,72.0,82.0,2900.0,36.0,18.0,Changping,2014-03-31
9492,11,225.0,294.0,60.0,103.0,3100.0,29.0,19.4,Aotizhongxin,11,168.0,231.0,65.0,90.0,2700.0,32.0,18.4,Changping,2014-03-31
9493,12,257.0,316.0,65.0,113.0,3400.0,32.0,20.9,Aotizhongxin,12,171.0,261.0,61.0,79.0,2500.0,53.0,19.1,Changping,2014-03-31
9494,13,261.0,316.0,76.0,106.0,3400.0,60.0,21.6,Aotizhongxin,13,221.0,296.0,69.0,80.0,3000.0,68.0,20.7,Changping,2014-03-31
9495,14,271.0,320.0,75.0,96.0,3100.0,91.0,22.3,Aotizhongxin,14,205.0,237.0,62.0,76.0,2600.0,79.0,20.9,Changping,2014-03-31
9496,15,222.0,233.0,65.0,83.0,2600.0,108.0,21.4,Aotizhongxin,15,157.0,113.0,37.0,53.0,1600.0,94.0,20.4,Changping,2014-03-31
9497,16,129.0,97.0,39.0,58.0,1600.0,104.0,20.4,Aotizhongxin,16,32.0,5.0,10.0,20.0,400.0,101.0,19.6,Changping,2014-03-31
9498,17,67.0,30.0,22.0,35.0,700.0,98.0,18.6,Aotizhongxin,17,3.0,18.0,8.0,20.0,400.0,100.0,19.6,Changping,2014-03-31
9499,18,6.0,18.0,15.0,30.0,400.0,89.0,17.8,Aotizhongxin,18,3.0,31.0,8.0,32.0,500.0,94.0,18.5,Changping,2014-03-31
9500,19,54.0,78.0,17.0,47.0,700.0,82.0,16.6,Aotizhongxin,19,30.0,34.0,9.0,32.0,500.0,87.0,17.2,Changping,2014-03-31
9501,20,96.0,123.0,20.0,70.0,1100.0,60.0,14.1,Aotizhongxin,20,34.0,44.0,10.0,51.0,700.0,55.0,15.5,Changping,2014-03-31
9502,21,117.0,121.0,18.0,83.0,1200.0,36.0,13.0,Aotizhongxin,21,32.0,35.0,9.0,41.0,500.0,58.0,15.4,Changping,2014-03-31
9503,22,124.0,153.0,16.0,121.0,1400.0,2.0,12.3,Aotizhongxin,22,45.0,98.0,9.0,42.0,700.0,54.0,14.1,Changping,2014-03-31
9504,23,151.0,194.0,14.0,118.0,1500.0,2.0,12.8,Aotizhongxin,23,163.0,282.0,8.0,55.0,1500.0,48.0,12.5,Changping,2014-03-31
9505,0,140.0,161.0,12.0,86.0,1300.0,9.0,12.1,Aotizhongxin,0,154.0,133.0,9.0,36.0,1300.0,65.0,10.6,Changping,2014-04-01
9506,1,132.0,138.0,11.0,83.0,1200.0,4.0,11.3,Aotizhongxin,1,99.0,5.0,9.0,30.0,900.0,49.0,10.2,Changping,2014-04-01
9507,2,128.0,132.0,11.0,89.0,1200.0,2.0,10.7,Aotizhongxin,2,60.0,24.0,7.0,27.0,700.0,42.0,9.6,Changping,2014-04-01
9508,3,129.0,144.0,11.0,89.0,1200.0,2.0,10.4,Aotizhongxin,3,40.0,50.0,5.0,24.0,800.0,43.0,9.4,Changping,2014-04-01
9509,4,132.0,158.0,9.0,90.0,1200.0,2.0,9.6,Aotizhongxin,4,50.0,61.0,4.0,22.0,800.0,43.0,8.5,Changping,2014-04-01
9510,5,143.0,168.0,8.0,90.0,1200.0,2.0,8.9,Aotizhongxin,5,60.0,70.0,3.0,21.0,800.0,41.0,7.5,Changping,2014-04-01
9511,6,143.0,168.0,9.0,90.0,1200.0,2.0,8.8,Aotizhongxin,6,60.0,70.0,4.0,21.0,800.0,41.0,8.0,Changping,2014-04-01
9512,7,153.0,159.0,10.0,91.0,1300.0,2.0,11.6,Aotizhongxin,7,105.0,112.0,3.0,42.0,1100.0,19.0,12.8,Changping,2014-04-01
9513,8,157.0,176.0,15.0,87.0,1400.0,2.0,13.9,Aotizhongxin,8,122.0,150.0,9.0,51.0,1300.0,13.0,14.1,Changping,2014-04-01
9514,9,164.0,177.0,29.0,72.0,1300.0,28.0,16.5,Aotizhongxin,9,171.0,207.0,21.0,45.0,1400.0,41.0,16.3,Changping,2014-04-01
9515,10,209.0,163.0,44.0,68.0,1400.0,49.0,18.8,Aotizhongxin,10,158.0,187.0,32.0,52.0,1400.0,52.0,18.6,Changping,2014-04-01
9516,11,168.0,88.0,47.0,75.0,1200.0,58.0,20.3,Aotizhongxin,11,184.0,158.0,34.0,53.0,1400.0,65.0,20.4,Changping,2014-04-01
9517,12,128.0,44.0,37.0,58.0,900.0,84.0,22.3,Aotizhongxin,12,146.0,149.0,33.0,46.0,1200.0,96.0,22.5,Changping,2014-04-01
9518,13,114.0,50.0,27.0,54.0,800.0,109.0,23.2,Aotizhongxin,13,143.0,68.0,31.0,36.0,1000.0,117.0,23.5,Changping,2014-04-01
9519,14,122.0,57.0,22.0,67.0,900.0,117.0,23.6,Aotizhongxin,14,96.0,10.0,20.0,31.0,800.0,126.0,24.6,Changping,2014-04-01
9520,15,61.0,5.0,14.0,55.0,600.0,116.0,23.4,Aotizhongxin,15,83.0,10.0,10.0,32.0,700.0,130.0,24.0,Changping,2014-04-01
9521,16,43.0,65.0,13.0,50.0,600.0,130.0,22.9,Aotizhongxin,16,52.0,76.0,7.0,31.0,600.0,142.0,23.0,Changping,2014-04-01
9522,17,46.0,70.0,12.0,49.0,500.0,127.0,21.9,Aotizhongxin,17,44.0,63.0,6.0,23.0,500.0,148.0,22.1,Changping,2014-04-01
9523,18,55.0,100.0,12.0,54.0,500.0,113.0,21.2,Aotizhongxin,18,61.0,94.0,7.0,26.0,600.0,140.0,21.1,Changping,2014-04-01
9524,19,62.0,94.0,13.0,60.0,500.0,111.0,20.0,Aotizhongxin,19,71.0,112.0,9.0,39.0,700.0,125.0,19.5,Changping,2014-04-01
9525,20,66.0,118.0,12.0,54.0,600.0,105.0,19.1,Aotizhongxin,20,71.0,105.0,9.0,48.0,700.0,98.0,18.2,Changping,2014-04-01
9526,21,93.0,156.0,28.0,110.0,700.0,40.0,19.3,Aotizhongxin,21,86.0,126.0,11.0,88.0,1000.0,44.0,16.3,Changping,2014-04-01
9527,22,97.0,139.0,34.0,104.0,700.0,49.0,18.7,Aotizhongxin,22,86.0,130.0,10.0,90.0,1100.0,36.0,15.9,Changping,2014-04-01
9528,23,87.0,137.0,30.0,90.0,700.0,48.0,17.8,Aotizhongxin,23,70.0,76.0,9.0,39.0,800.0,80.0,15.2,Changping,2014-04-01
9529,0,99.0,161.0,30.0,73.0,600.0,51.0,16.4,Aotizhongxin,0,57.0,74.0,8.0,29.0,700.0,88.0,14.8,Changping,2014-04-02
9530,1,102.0,156.0,32.0,71.0,700.0,46.0,13.3,Aotizhongxin,1,60.0,70.0,8.0,23.0,700.0,93.0,13.4,Changping,2014-04-02
9531,2,108.0,144.0,34.0,70.0,700.0,39.0,11.9,Aotizhongxin,2,61.0,79.0,10.0,39.0,600.0,72.0,12.5,Changping,2014-04-02
